time,prev_state,avg_diff,std_dev,std_diff, new_state
425,chair_close,46.1538575966,28.0561660648,27.7149731009,occupied_away
434,occupied_away,22.9111730624,18.8672237504,-9.18894231434,occupied_away
443,occupied_away,-26.5651423841,30.2394828668,11.3722591164,occupied_away
452,occupied_away,-5.23107501143,29.0512848117,-1.18819805518,occupied_away
461,occupied_away,-24.4173113079,0.40898431031,-28.6423005014,occupied_away
508,occupied_away,-16.3935202306,0.414253012592,0.00526870228235,chair_close
518,chair_close,-0.749554733435,0.0995912524969,-0.314661760095,chair_close
528,chair_close,0.397274766802,0.319866661871,0.220275409374,chair_close
538,chair_close,-0.312845482171,0.250541579878,-0.0693250819929,chair_close
548,chair_close,0.051075137349,0.218277281132,-0.0322642987456,chair_close
577,chair_close,14.4517737363,7.73104991787,7.51277263673,occupied_away
586,occupied_away,2.02320715703,4.58057995031,-3.15046996756,occupied_away
595,occupied_away,0.154014428457,3.14016404666,-1.44041590365,occupied_away
604,occupied_away,2.28527852645,0.890056375022,-2.25010767163,occupied_away
613,occupied_away,-0.533314583382,0.499231795241,-0.390824579781,occupied_away
640,occupied_away,-14.7561279136,0.136701080365,-0.362530714875,chair_close
650,chair_close,0.0982882746739,0.196978484763,0.0602774043974,chair_close
660,chair_close,0.432946138712,0.292892442821,0.0959139580579,chair_close
670,chair_close,0.0656165468504,0.210184136597,-0.0827083062234,chair_close
680,chair_close,-0.071165739279,0.181848210953,-0.0283359256447,chair_close
709,chair_close,11.3693196723,6.66108095019,6.47923273924,occupied_away
718,occupied_away,-4.66547335011,2.31853609606,-4.34254485413,occupied_away
727,occupied_away,0.831258335924,4.16880982638,1.85027373032,occupied_away
736,occupied_away,3.76441408606,2.78665724479,-1.38215258159,occupied_away
745,occupied_away,-0.108590276762,4.01813105089,1.2314738061,occupied_away
767,occupied_away,-12.8066895829,0.137309553441,-3.88082149745,chair_close
777,chair_close,-0.00990080395238,0.177283521329,0.0399739678882,chair_close
787,chair_close,-0.0457132310801,0.155236477749,-0.0220470435797,chair_close
797,chair_close,0.0976947486227,0.165145982002,0.00990950425262,chair_close
807,chair_close,-0.000330473860423,0.0337552723903,-0.131390709612,chair_close
1117,chair_close,-4.32023371979,1.2684947834,1.23473951101,occupied_close
1126,occupied_close,-0.140495532723,0.679887924335,-0.58860685907,occupied_close
1135,occupied_close,2.40193669841,2.26953701633,1.589649092,occupied_close
1144,occupied_close,-0.18920574293,0.918067764962,-1.35146925137,occupied_close
1153,occupied_close,-0.177804680901,0.695572958005,-0.222494806957,occupied_close
1187,occupied_close,1.01776003371,0.214273864211,-0.481299093794,chair_close
1197,chair_close,-0.140831520213,0.0828994105819,-0.13137445363,chair_close
1207,chair_close,0.0384426979258,0.128656961052,0.04575755047,chair_close
1217,chair_close,0.0153447804826,0.153508775475,0.0248518144232,chair_close
1227,chair_close,-0.0721227088623,0.0347703522943,-0.118738423181,chair_close
1246,chair_close,2.01897412837,0.192911516009,0.158141163715,chair_close
1256,chair_close,0.0737055347291,0.114331874962,-0.0785796410472,chair_close
1266,chair_close,-0.0072083409226,0.281856403728,0.167524528766,chair_close
1276,chair_close,0.288208316794,0.198291163625,-0.0835652401022,chair_close
1286,chair_close,0.0728769270004,0.290677464964,0.0923863013381,chair_close
1309,chair_close,-5.74768506962,0.667399910926,0.376722445962,occupied_close
1318,occupied_close,0.764140277108,6.03308361454,5.36568370361,occupied_close
1327,occupied_close,2.24971061578,7.75684725629,1.72376364175,occupied_close
1336,occupied_close,-2.3242765936,1.17177273173,-6.58507452456,occupied_close
1345,occupied_close,0.753155303629,1.33827491882,0.166502187089,occupied_close
1395,occupied_close,3.560470097,0.298866523342,-1.03940839548,chair_close
1405,chair_close,0.0281648441,0.16884836906,-0.130018154282,chair_close
1415,chair_close,0.416734331777,0.42399568225,0.25514731319,chair_close
1425,chair_close,-0.260003319572,0.227848336608,-0.196147345642,chair_close
1435,chair_close,-0.277386740904,0.357825548854,0.129977212246,chair_close
1463,chair_close,-2.76348489967,1.06248598403,0.704660435176,occupied_close
1472,occupied_close,-0.454938627476,2.37356600606,1.31108002202,occupied_close
1481,occupied_close,-0.271238480415,3.31788148409,0.944315478038,occupied_close
1490,occupied_close,-0.244629769364,1.3320073637,-1.98587412039,occupied_close
1499,occupied_close,2.79698603805,0.549866319034,-0.782141044666,occupied_close
1520,occupied_close,0.458535487112,0.294732019529,-0.255134299504,chair_close
1530,chair_close,-0.102696592276,0.195328854909,-0.0994031646209,chair_close
1540,chair_close,-0.0781557803942,0.202194901855,0.00686604694695,chair_close
1550,chair_close,-0.0840358179696,0.185819132821,-0.0163757690348,chair_close
1560,chair_close,0.0132352195578,0.195622326113,0.00980319329227,chair_close
1583,chair_close,14.7229430163,1.40077166179,1.20514933568,occupied_close
1592,occupied_close,0.48810212634,0.907745372537,-0.493026289257,occupied_close
1602,occupied_close,-0.256195086869,1.12035673776,0.212611365218,occupied_close
1611,occupied_close,0.544455802103,1.02454973091,-0.0958070068416,occupied_close
1620,occupied_close,-0.31679878895,0.690295578125,-0.334254152788,occupied_close
1652,occupied_close,-17.7640682245,0.251631709982,-0.438663868143,chair_close
1662,chair_close,-0.182979010749,0.0418986607436,-0.209733049238,chair_close
1672,chair_close,-0.0075509381185,0.0452606882639,0.0033620275203,chair_close
1682,chair_close,0.157362181948,0.204114041052,0.158853352788,chair_close
1692,chair_close,0.107373943195,0.220161547802,0.0160475067497,chair_close
1712,chair_close,3.38749917647,1.8980270522,1.6778655044,occupied_close
1721,occupied_close,1.38283412831,0.589632546246,-1.30839450595,occupied_close
1730,occupied_close,-0.268663378323,1.4747491291,0.885116582855,occupied_close
1739,occupied_close,-1.58184634627,1.05764168844,-0.417107440657,occupied_close
1748,occupied_close,-3.79481779554,2.93133284125,1.8736911528,occupied_close
1773,occupied_close,6.55736735892,0.359048407423,-2.57228443382,chair_close
1783,chair_close,-0.0478188627521,0.322011462808,-0.0370369446147,chair_close
1793,chair_close,0.497753019986,0.48645508706,0.164443624252,chair_close
1802,chair_close,-0.230375899357,0.26041670046,-0.226038386601,chair_close
1812,chair_close,-0.420316917024,0.218566475022,-0.0418502254376,chair_close
